NEWID,NEWID2,COUNTRY,YEAR,COW,DATELEG,DATEEXEC,LEGELEC,EXELEC,SELTRANS,SELRUNOFF,SP1,SP2,SOBSDOM,SIEMASS,SF1,SF2,SF3,SA1,SA2,SREC,SR0STR,SR11CHEAT,SR13VIOL,SR12CAP,SR21CHEAT,SR23VIOL,SR22CAP,INTERCODER,REC_SCORE,PROBLEMS
2694,2692,Malawi                      ,2004,553,(5) May,(5) May,(1) Legislative Election,(1) Executive Election,(0) Otherwise,(0) Otherwise,NA,8,(0) Otherwise,(1) Presence of International Observers,(3) Citizens have the right to change government,(2) Right exists but some problems,(2) Right exists but some problems,0.5,(2) Moderate - moderate problems,(1) One variable had to be reconciled,(1) Low - minor problems only,(2) Moderate - moderate problems,(1) Low - minor problems only,(2) Moderate - moderate problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,2,0,3
2698,2696,Malaysia                    ,1978,820,(7) July,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,7,2,(0) Otherwise,(0) Otherwise,(3) Citizens have the right to change government,(1) Citizens do not have freedom of association,(2) Right exists but some problems,0,(1) Low - minor problems only,"(0) No reconciliation, consensus",(0) Good - no problems,(1) Low - minor problems only,(2) Moderate - moderate problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,1,0,1
2702,2700,Malaysia                    ,1982,820,(4) April,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,7,4,(0) Otherwise,(1) Presence of International Observers,(2) Right exists but some problems,(2) Right exists but some problems,(1) Citizens do not have freedom of speech,0,(2) Moderate - moderate problems,"(0) No reconciliation, consensus",(2) Moderate - moderate problems,(2) Moderate - moderate problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,0,2,2
2706,2704,Malaysia                    ,1986,820,(8) August,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,7,2,(0) Otherwise,(0) Otherwise,(3) Citizens have the right to change government,(2) Right exists but some problems,(2) Right exists but some problems,0,(1) Low - minor problems only,(1) One variable had to be reconciled,(1) Low - minor problems only,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,1,0,1
2710,2708,Malaysia                    ,1990,820,(10) October,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,9,8,(1) Presence of Domestic Observers,(1) Presence of International Observers,(3) Citizens have the right to change government,(2) Right exists but some problems,(2) Right exists but some problems,0,(1) Low - minor problems only,"(0) No reconciliation, consensus",(0) Good - no problems,(2) Moderate - moderate problems,(0) Good - no problems,(0) Good - no problems,(1) Low - minor problems only,(0) Good - no problems,(1) Low - minor problems only,0,0,1
2715,2713,Malaysia                    ,1995,820,(4) April,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,9,7,(0) Otherwise,(0) Otherwise,(3) Citizens have the right to change government,(2) Right exists but some problems,(2) Right exists but some problems,0.5,(2) Moderate - moderate problems,(1) One variable had to be reconciled,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,0,0,3
2719,2717,Malaysia                    ,1999,820,(11) November,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,NA,18,(1) Presence of Domestic Observers,(0) Otherwise,(2) Right exists but some problems,(2) Right exists but some problems,(2) Right exists but some problems,1,(2) Moderate - moderate problems,(1) One variable had to be reconciled,(1) Low - minor problems only,(3) High - major problems,(0) Good - no problems,(1) Low - minor problems only,(1) Low - minor problems only,(0) Good - no problems,(2) Moderate - moderate problems,3,0,4
2724,2722,Malaysia                    ,2004,820,(3) March,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,NA,17,(0) Otherwise,(0) Otherwise,(2) Right exists but some problems,(2) Right exists but some problems,(2) Right exists but some problems,0.5,(2) Moderate - moderate problems,"(0) No reconciliation, consensus",(0) Good - no problems,(3) High - major problems,(0) Good - no problems,(1) Low - minor problems only,(1) Low - minor problems only,(0) Good - no problems,(2) Moderate - moderate problems,0,0,3
2733,2731,Maldives                    ,1983,781,NA,(9) September,(0) Otherwise,(1) Executive Election,(0) Otherwise,(0) Otherwise,7,4,(0) Otherwise,(0) Otherwise,(2) Right exists but some problems,(2) Right exists but some problems,(2) Right exists but some problems,0.5,(2) Moderate - moderate problems,"(0) No reconciliation, consensus",(3) High - major problems,NA,(0) Good - no problems,(0) Good - no problems,NA,(0) Good - no problems,(0) Good - no problems,3,1,3
2734,2732,Maldives                    ,1984,781,(12) December,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,6,3,(0) Otherwise,(0) Otherwise,(2) Right exists but some problems,(2) Right exists but some problems,(2) Right exists but some problems,0.5,(1) Low - minor problems only,(1) One variable had to be reconciled,NA,NA,(0) Good - no problems,NA,NA,(0) Good - no problems,NA,1,1,NA
2738,2736,Maldives                    ,1988,781,NA,(9) September,(0) Otherwise,(1) Executive Election,(0) Otherwise,(0) Otherwise,5,5,(0) Otherwise,(0) Otherwise,(2) Right exists but some problems,(2) Right exists but some problems,(2) Right exists but some problems,0.5,(2) Moderate - moderate problems,(1) One variable had to be reconciled,(2) Moderate - moderate problems,NA,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,1,0,3
2739,2737,Maldives                    ,1989,781,(11) November,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,4,4,(0) Otherwise,(0) Otherwise,(2) Right exists but some problems,(1) Citizens do not have freedom of association,(2) Right exists but some problems,0,(2) Moderate - moderate problems,(1) One variable had to be reconciled,(2) Moderate - moderate problems,(0) Good - no problems,NA,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,1,1,2
2743,2741,Maldives                    ,1993,781,NA,(10) October,(0) Otherwise,(1) Executive Election,(0) Otherwise,(0) Otherwise,5,7,(0) Otherwise,(0) Otherwise,(2) Right exists but some problems,(2) Right exists but some problems,(2) Right exists but some problems,1,(2) Moderate - moderate problems,"(0) No reconciliation, consensus",(2) Moderate - moderate problems,(3) High - major problems,(0) Good - no problems,(0) Good - no problems,(2) Moderate - moderate problems,(0) Good - no problems,(0) Good - no problems,1,1,4
2744,2742,Maldives                    ,1994,781,(12) December,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,4,6,(1) Presence of Domestic Observers,(1) Presence of International Observers,(2) Right exists but some problems,(2) Right exists but some problems,(2) Right exists but some problems,0,(2) Moderate - moderate problems,(1) One variable had to be reconciled,(2) Moderate - moderate problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(1) Low - minor problems only,(0) Good - no problems,(0) Good - no problems,0,0,2
2748,2746,Maldives                    ,1998,781,NA,(9) September,(0) Otherwise,(1) Executive Election,(0) Otherwise,(0) Otherwise,NA,8,(0) Otherwise,(1) Presence of International Observers,(2) Right exists but some problems,(2) Right exists but some problems,(2) Right exists but some problems,0.5,(2) Moderate - moderate problems,"(0) No reconciliation, consensus",(2) Moderate - moderate problems,(1) Low - minor problems only,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,0,0,3
2749,2747,Maldives                    ,1999,781,(11) November,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,NA,8,(0) Otherwise,(1) Presence of International Observers,(2) Right exists but some problems,(2) Right exists but some problems,(2) Right exists but some problems,0,(2) Moderate - moderate problems,(1) One variable had to be reconciled,(2) Moderate - moderate problems,(2) Moderate - moderate problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,0,0,2
2759,2757,Mali                        ,1979,432,(6) June,(6) June,(1) Legislative Election,(1) Executive Election,(0) Otherwise,(0) Otherwise,3,2,(0) Otherwise,(0) Otherwise,(1) Citizens do not have right to change government,(1) Citizens do not have freedom of association,(2) Right exists but some problems,1,(2) Moderate - moderate problems,(1) One variable had to be reconciled,(3) High - major problems,(2) Moderate - moderate problems,NA,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,2,1,4
2762,2760,Mali                        ,1982,432,(6) June,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,6,4,(0) Otherwise,(0) Otherwise,(1) Citizens do not have right to change government,(2) Right exists but some problems,(1) Citizens do not have freedom of speech,1,(2) Moderate - moderate problems,(1) One variable had to be reconciled,(3) High - major problems,(1) Low - minor problems only,NA,NA,NA,NA,NA,0,0,4
2765,2763,Mali                        ,1985,432,(6) June,(6) June,(1) Legislative Election,(1) Executive Election,(0) Otherwise,(0) Otherwise,4,3,(0) Otherwise,(0) Otherwise,(1) Citizens do not have right to change government,(1) Citizens do not have freedom of association,(1) Citizens do not have freedom of speech,1,(3) High - major problems,(1) One variable had to be reconciled,(3) High - major problems,NA,NA,NA,NA,NA,NA,1,0,5
2768,2766,Mali                        ,1988,432,(6) June,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,5,2,(0) Otherwise,(0) Otherwise,(1) Citizens do not have right to change government,(1) Citizens do not have freedom of association,(1) Citizens do not have freedom of speech,1,(3) High - major problems,"(0) No reconciliation, consensus",(3) High - major problems,NA,NA,NA,NA,NA,NA,0,1,5
2772,2770,Mali                        ,1992,432,(3) March,NA,(1) Legislative Election,(0) Otherwise,(1) Transition or Transitional Election,(1) Run-off Election,5,7,(0) Otherwise,(1) Presence of International Observers,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(3) Citizens have freedom of speech,0,(1) Low - minor problems only,(1) One variable had to be reconciled,(0) Good - no problems,(0) Good - no problems,(2) Moderate - moderate problems,(0) Good - no problems,(1) Low - minor problems only,(0) Good - no problems,(0) Good - no problems,1,0,1
2773,2771,Mali                        ,1992,432,NA,(4) April,(0) Otherwise,(1) Executive Election,(1) Transition or Transitional Election,(1) Run-off Election,5,4,(0) Otherwise,(1) Presence of International Observers,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(3) Citizens have freedom of speech,0,(1) Low - minor problems only,(1) One variable had to be reconciled,(0) Good - no problems,(0) Good - no problems,(2) Moderate - moderate problems,(0) Good - no problems,(1) Low - minor problems only,(0) Good - no problems,(0) Good - no problems,1,0,1
2778,2776,Mali                        ,1997,432,(5) May,(5) May,(1) Legislative Election,(1) Executive Election,(0) Otherwise,(0) Otherwise,NA,5,(0) Otherwise,(0) Otherwise,(3) Citizens have the right to change government,(2) Right exists but some problems,(3) Citizens have freedom of speech,0.5,(1) Low - minor problems only,"(0) No reconciliation, consensus",(1) Low - minor problems only,(1) Low - minor problems only,NA,(0) Good - no problems,(0) Good - no problems,(2) Moderate - moderate problems,(0) Good - no problems,3,0,NA
2783,2781,Mali                        ,2002,432,NA,(4) April,(0) Otherwise,(1) Executive Election,(0) Otherwise,(0) Otherwise,NA,11,(0) Otherwise,(1) Presence of International Observers,(2) Right exists but some problems,(2) Right exists but some problems,(2) Right exists but some problems,0,(2) Moderate - moderate problems,"(0) No reconciliation, consensus",(2) Moderate - moderate problems,(1) Low - minor problems only,(3) High - major problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(1) Low - minor problems only,0,0,2
2784,2782,Mali                        ,2002,432,(7) July,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,NA,8,(1) Presence of Domestic Observers,(1) Presence of International Observers,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(3) Citizens have freedom of speech,0,(1) Low - minor problems only,"(0) No reconciliation, consensus",(1) Low - minor problems only,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(1) Low - minor problems only,2,0,1
2793,2791,Malta                       ,1981,338,(12) December,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,2,3,(0) Otherwise,(0) Otherwise,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(3) Citizens have freedom of speech,0,(1) Low - minor problems only,(1) One variable had to be reconciled,(0) Good - no problems,(1) Low - minor problems only,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,1,0,1
2799,2797,Malta                       ,1987,338,(5) May,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,5,4,(0) Otherwise,(0) Otherwise,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(3) Citizens have freedom of speech,0,(1) Low - minor problems only,"(0) No reconciliation, consensus",(0) Good - no problems,(0) Good - no problems,(1) Low - minor problems only,(0) Good - no problems,(1) Low - minor problems only,(0) Good - no problems,(0) Good - no problems,0,0,1
