country_year,electexec,electleg,electboth,IAEP.Constitution amended this year?,IAEP.Age of constitution (years),govstruct,IAEP.Regional government reps selected,IAEP.Election scheduled,IAEP.Election period,IAEP.Do party nominations field leg candidates?,IAEP.Do party nominations field executive candidates?,IAEP.Leg elec sys,IAEP.Exec elec sys,IAEP.Exec elec rules,IAEP.Num of parties that hold >= 5% of legislature,IAEP.Official state party?,IAEP.Leg elec competetive?,IAEP.Exec elec competetive?,IAEP.Boycotted by major party?,IAEP.Did election cause protest/violence?,IAEP.protestpart,IAEP.% of pop voting in leg elec,IAEP.% of pop voting in exec elec,EXELEC,LEGELEC,QED.Transitional election,QED.Runoff election,QED.Freedom to change government,QED.Freedom of association,QED.Freedom of speech,QED.Overall election quality,QED.Extent of election problems,QED.Pre-election legal structural enviornment,QED.Pre-election political conditions,QED.Pre-election violence/unrest,QED.Pre-election administrative capacity,QED.Election day explicit cheating,QED.Election day violence/unrest,QED.Election day administrative capacity,PEI.# years since last regime transition,PEI.WB income level,"PEI.PEI index of electoral integrity, imputed",PEI.Rating of electoral integrity (1-10),"PEI.Electoral laws index (0-100), imputed","PEI.Electoral prodcedures index (0-100), imputed","PEI.Voting district boundaries index (0-100), imputed","PEI.Voter regisration index (0-100), imputed","PEI.Party/candidate registration index (0-100), imputed","PEI.Media coverage index (0-100), imputed","PEI.Campaign finance index (0-100), imputed","PEI.Voting process index (0-100), imputed","PEI.Vote count index (0-100), imputed","PEI.Voting results/reactions index (protests/disputes) (0-100), imputed","PEI.Electoral authorities index (0-100), imputed",PEI.turnout,nelda1,nelda3,nelda4,nelda5,nelda11,nelda17,nelda18,nelda29,nelda30,nelda32,nelda45,nelda46,nelda47,nelda48,nelda49,VDEM.turnout,VDEM.VAP_turnout,VDEM.EMB_capacity_ord,VDEM.yrs_education,v2xel_elecparl,v2xel_elecpres,VDEM.elec_viol,VDEM.international_monitors_present,country,POLITY5.fragment,POLITY5.polity2,POLITY5.durable,POLITY5.parreg,POLITY5.parcomp,POLITY5.regtrans,FH.status,FH.fh_total,WB.GDP per capita (constant 2015 US$),"WB.Foreign direct investment, net inflows (BoP, current US$","WB.Inflation, consumer prices (annual %)",WB.Gini index,WB.%pop living in urban,WB.adult literacy rate,CIRI.PHYSINT,CIRI.NEW_EMPINX,CIRI.ELECSD,CIRI.WOPOL,CIRI.INJUD,Press Freedom Index,"AFROBAR.Election Integrity (10=free/fair, 0=unfree/unfair)"
Mauritania-1992,Yes,Yes,Yes,No,1,Unitary system,Autonomous decision,"Yes, inexact periods",One day,No,No,Majority,Directly elected,Majority rule,One,No,Yes,Yes,Yes,Yes,Moderate participation,33.38,85,1,1,0,0,(1) Citizens do not have right to change government,(2) Right exists but some problems,(1) Citizens do not have freedom of speech,1,(3) High - major problems,(2) Moderate - moderate problems,(2) Moderate - moderate problems,(2) Moderate - moderate problems,(0) Good - no problems,(3) High - major problems,(0) Good - no problems,(0) Good - no problems,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,yes,no,no,yes,yes,no,yes,yes,yes,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Mauritania,NA,-6,30,4,2,NA,NF,13,1358.14574105556,7549402.91347201,10.1418175621511,NA,39.075,NA,3,5,0,1,1,NA,NA
Mauritania-1996,No,Yes,No,No,5,Unitary system,Autonomous decision,"Yes, inexact periods",One day,No,No,Majority,Directly elected,Majority rule,One,No,Yes,Yes,No,No,N/A - no election protest,52.1,.a,0,1,0,1,(2) Right exists but some problems,(2) Right exists but some problems,(2) Right exists but some problems,1,(3) High - major problems,(1) Low - minor problems only,(2) Moderate - moderate problems,(0) Good - no problems,(0) Good - no problems,(3) High - major problems,(0) Good - no problems,(1) Low - minor problems only,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,yes,no,no,no,N/A,no,yes,yes,no,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Mauritania,NA,-6,34,4,2,NA,NF,12,1462.67662933965,-435540,4.68130623916412,NA,38.582,NA,7,7,1,1,1,NA,NA
Mauritania-1997,Yes,No,No,No,6,Unitary system,Autonomous decision,"Yes, inexact periods",One day,No,No,Majority,Directly elected,Majority rule,One,No,Missing information,Missing information,Yes,No,N/A - no election protest,.a,74.7,1,0,0,0,(2) Right exists but some problems,(2) Right exists but some problems,(2) Right exists but some problems,1,(2) Moderate - moderate problems,(1) Low - minor problems only,(0) Good - no problems,(0) Good - no problems,(2) Moderate - moderate problems,(2) Moderate - moderate problems,(0) Good - no problems,(0) Good - no problems,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,yes,yes,no,no,N/A,no,no,no,N/A,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Mauritania,NA,-6,35,4,2,NA,NF,12,1368.5272024042,-3329919.9,4.62534695318395,NA,38.459,NA,5,9,1,1,1,NA,NA
Mauritania-2001,No,Yes,No,No,10,Unitary system,Autonomous decision,"Yes, inexact periods",One day,No,No,Majority,Directly elected,Majority rule,One,No,Yes,Yes,No,No,N/A - no election protest,54.45,.a,0,1,0,0,(2) Right exists but some problems,(2) Right exists but some problems,(2) Right exists but some problems,0,(2) Moderate - moderate problems,(2) Moderate - moderate problems,(1) Low - minor problems only,(0) Good - no problems,(0) Good - no problems,(1) Low - minor problems only,(0) Good - no problems,(0) Good - no problems,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,yes,yes,no,no,N/A,no,yes,yes,no,no,no,54.45,47.3,1,3.491,1,0,2.834,1,Mauritania,0,-6,39,4,2,NA,PF,10,1251.60665113414,76700000,4.7148963468961,NA,38.616,NA,6,6,1,1,1,41.3,NA
Mauritania-2001,No,Yes,No,No,10,Unitary system,Autonomous decision,"Yes, inexact periods",One day,No,No,Majority,Directly elected,Majority rule,One,No,Yes,Yes,No,No,N/A - no election protest,54.45,.a,0,1,0,0,(2) Right exists but some problems,(2) Right exists but some problems,(2) Right exists but some problems,0,(2) Moderate - moderate problems,(2) Moderate - moderate problems,(1) Low - minor problems only,(0) Good - no problems,(0) Good - no problems,(1) Low - minor problems only,(0) Good - no problems,(0) Good - no problems,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,yes,yes,no,no,N/A,no,yes,yes,no,no,no,54.45,47.3,1,3.491,1,0,2.834,1,Mauritania,0,-6,39,4,2,NA,PF,10,1251.60665113414,76700000,4.7148963468961,NA,38.616,NA,6,6,1,1,1,69,NA
Mauritania-2003,Yes,No,No,No,12,Unitary system,Autonomous decision,"Yes, inexact periods",One day,No,No,Majority,Directly elected,Majority rule,One,No,Missing information,Missing information,No,No,N/A - no election protest,.a,60.8,1,0,0,0,(2) Right exists but some problems,(2) Right exists but some problems,(2) Right exists but some problems,1,(2) Moderate - moderate problems,(2) Moderate - moderate problems,(3) High - major problems,(1) Low - minor problems only,(0) Good - no problems,(2) Moderate - moderate problems,(0) Good - no problems,(0) Good - no problems,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,yes,yes,no,no,N/A,no,no,no,N/A,no,no,60.86,51.34,1,3.712,0,1,2.891,0,Mauritania,0,-6,41,4,2,NA,NF,11,1283.32436320575,101957951.6,5.15190150769576,NA,40.351,NA,4,7,1,1,1,51,NA
Mauritania-2003,Yes,No,No,No,12,Unitary system,Autonomous decision,"Yes, inexact periods",One day,No,No,Majority,Directly elected,Majority rule,One,No,Missing information,Missing information,No,No,N/A - no election protest,.a,60.8,1,0,0,0,(2) Right exists but some problems,(2) Right exists but some problems,(2) Right exists but some problems,1,(2) Moderate - moderate problems,(2) Moderate - moderate problems,(3) High - major problems,(1) Low - minor problems only,(0) Good - no problems,(2) Moderate - moderate problems,(0) Good - no problems,(0) Good - no problems,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,yes,yes,no,no,N/A,no,no,no,N/A,no,no,60.86,51.34,1,3.712,0,1,2.891,0,Mauritania,0,-6,41,4,2,NA,NF,11,1283.32436320575,101957951.6,5.15190150769576,NA,40.351,NA,4,7,1,1,1,89,NA
Mauritania-2006,No,Yes,No,Yes,15,Unitary system,Autonomous decision,"Yes, exact periods",One day,Yes,Yes,Mixed systems,Directly elected,Majority rule,More than two,No,Yes,Yes,No,No,N/A - no election protest,73.40000000000001,.a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,no,yes,no,no,N/A,no,yes,yes,no,no,no,73.42,54.73,2,4.044,1,0,3.623,1,Mauritania,0,-3,0,3,2,3,PF,9,1585.35622389914,154601638.1,6.24103328142821,NA,42.998,NA,6,7,0,2,0,15.5,NA
Mauritania-2006,No,Yes,No,Yes,15,Unitary system,Autonomous decision,"Yes, exact periods",One day,Yes,Yes,Mixed systems,Directly elected,Majority rule,More than two,No,Yes,Yes,No,No,N/A - no election protest,73.40000000000001,.a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,no,yes,no,no,N/A,no,yes,yes,no,no,no,73.42,54.73,2,4.044,1,0,3.623,1,Mauritania,0,-3,0,3,2,3,PF,9,1585.35622389914,154601638.1,6.24103328142821,NA,42.998,NA,6,7,0,2,0,22,NA
Mauritania-2007,No,No,No,No,16,Unitary system,Autonomous decision,"Yes, exact periods",One day,Yes,Yes,Mixed systems,Directly elected,Majority rule,More than two,No,Yes,Yes,No,No,N/A - no election protest,97.94,70.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,no,no,yes,no,N/A,no,yes,yes,no,no,no,70.16,53.55,2,4.154,0,1,3.623,1,Mauritania,0,4,0,2,0,3,PF,8,1510.16501575824,139372822.3,7.25410841304886,NA,43.89,45.5037803649902,4,8,2,2,1,23.88,NA
Mauritania-2007,No,No,No,No,16,Unitary system,Autonomous decision,"Yes, exact periods",One day,Yes,Yes,Mixed systems,Directly elected,Majority rule,More than two,No,Yes,Yes,No,No,N/A - no election protest,97.94,70.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,no,no,yes,no,N/A,no,yes,yes,no,no,no,70.16,53.55,2,4.154,0,1,3.623,1,Mauritania,0,4,0,2,0,3,PF,8,1510.16501575824,139372822.3,7.25410841304886,NA,43.89,45.5037803649902,4,8,2,2,1,38,NA
Mauritania-2009,No,No,No,No,18,Unitary system,Autonomous decision,"Yes, exact periods",One day,Yes,Yes,Mixed systems,Directly elected,Majority rule,More than two,No,Yes,Yes,No,Missing information,Missing information,.a,64.59999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,yes,no,yes,no,N/A,no,yes,no,N/A,no,no,61.51,49.67,2,4.375,0,1,3.362,1,Mauritania,0,-2,0,2,0,1,NF,11,1421.88249993696,-3072044.396,2.2209203238178,NA,45.686,NA,5,5,2,2,0,25.38,NA
Mauritania-2009,No,No,No,No,18,Unitary system,Autonomous decision,"Yes, exact periods",One day,Yes,Yes,Mixed systems,Directly elected,Majority rule,More than two,No,Yes,Yes,No,Missing information,Missing information,.a,64.59999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,yes,no,yes,no,N/A,no,yes,no,N/A,no,no,61.51,49.67,2,4.375,0,1,3.362,1,Mauritania,0,-2,0,2,0,1,NF,11,1421.88249993696,-3072044.396,2.2209203238178,NA,45.686,NA,5,5,2,2,0,57,NA
Mauritania-2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,40.89286,4.5,50,56.25,28.958332,26.041668,40,47.5,21.375,38.203125,41,45.9375,56.25,78.2,no,yes,yes,yes,yes,yes,no,yes,yes,no,no,N/A,N/A,no,no,78.22,56.41,2,4.486,1,0,3.425,1,Mauritania,0,-2,4,2,0,NA,NF,11,1470.15338476285,1126004759.602,4.12910173783393,NA,49.306,62.0687484741211,NA,NA,NA,NA,NA,26.53,NA
Mauritania-2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,40.89286,4.5,50,56.25,28.958332,26.041668,40,47.5,21.375,38.203125,41,45.9375,56.25,78.2,no,yes,yes,yes,yes,yes,no,yes,yes,no,no,N/A,N/A,no,no,78.22,56.41,2,4.486,1,0,3.425,1,Mauritania,0,-2,4,2,0,NA,NF,11,1470.15338476285,1126004759.602,4.12910173783393,NA,49.306,62.0687484741211,NA,NA,NA,NA,NA,49,NA
Mauritania-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,45.89286,4.3333335,52.77778,37.5,61.11111,25,44.666668,51.666668,36.083332,50.78125,56,35.3125,48.125,56.5,no,yes,yes,yes,yes,no,no,yes,yes,no,yes,no,N/A,no,no,56.46,40.32,2,4.486,0,1,3.483,1,Mauritania,0,-2,5,2,0,NA,NF,11,1488.77642201114,502589833.81816,3.53436856147326,32.6,50.203,NA,NA,NA,NA,NA,NA,25.27,NA
Mauritania-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,45.89286,4.3333335,52.77778,37.5,61.11111,25,44.666668,51.666668,36.083332,50.78125,56,35.3125,48.125,56.5,no,yes,yes,yes,yes,no,no,yes,yes,no,yes,no,N/A,no,no,56.46,40.32,2,4.486,0,1,3.483,1,Mauritania,0,-2,5,2,0,NA,NF,11,1488.77642201114,502589833.81816,3.53436856147326,32.6,50.203,NA,NA,NA,NA,NA,NA,50,NA
Mauritania-2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,28.635204,3,20.833334,28.125,53.958336,14.583333,37.5,36.625,5.375,22.65625,31.25,43.75,28.125,NA,no,yes,yes,yes,yes,yes,no,unclear,N/A,unclear,yes,no,N/A,no,no,72.46,48.34,2,4.486,1,0,3.29,1,Mauritania,0,-2,9,2,0,NA,NF,11,1575.3121704313,772890477.2,3.04891482875157,NA,53.672,NA,NA,NA,NA,NA,NA,29.09,NA
Mauritania-2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,28.635204,3,20.833334,28.125,53.958336,14.583333,37.5,36.625,5.375,22.65625,31.25,43.75,28.125,NA,no,yes,yes,yes,yes,yes,no,unclear,N/A,unclear,yes,no,N/A,no,no,72.46,48.34,2,4.486,1,0,3.29,1,Mauritania,0,-2,9,2,0,NA,NF,11,1575.3121704313,772890477.2,3.04891482875157,NA,53.672,NA,NA,NA,NA,NA,NA,72,NA
Mauritania-2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,yes,no,no,yes,yes,unclear,yes,no,N/A,yes,no,62.66,44.29,2,4.486,0,1,3.384,1,Mauritania,NA,NA,NA,NA,NA,NA,PF,10,1620.99499563766,-883561115.825519,2.30009262117938,NA,54.507,NA,NA,NA,NA,NA,NA,31.65,NA
Mauritania-2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,yes,no,no,yes,yes,unclear,yes,no,N/A,yes,no,62.66,44.29,2,4.486,0,1,3.384,1,Mauritania,NA,NA,NA,NA,NA,NA,PF,10,1620.99499563766,-883561115.825519,2.30009262117938,NA,54.507,NA,NA,NA,NA,NA,NA,94,NA
Mauritius-1976,No,Yes,No,No,8,Unitary system,No regional/provincial governments,"Yes, inexact periods",One day,No,No executive elections,Majority,Elected through legislature,N/A - no elected executive,More than two,No,Yes,Yes,No,No,N/A - no election protest,88,.a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,no,yes,no,no,N/A,no,no,N/A,N/A,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Mauritius,NA,9,8,2,4,NA,F,5,2350.07114296998,3142995.0502532,12.9557291671836,NA,43.224,NA,NA,NA,NA,NA,NA,NA,NA
Mauritius-1982,No,Yes,No,Yes,14,Unitary system,No regional/provincial governments,"Yes, inexact periods",One day,No,No executive elections,Majority,Elected through legislature,N/A - no elected executive,More than two,No,Yes,Yes,No,No,N/A - no election protest,90,.a,0,1,0,0,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(3) Citizens have freedom of speech,0,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,no,no,yes,no,N/A,no,no,N/A,N/A,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Mauritius,NA,10,14,5,5,0,F,5,2469.46538053652,1747520.13103901,11.4156931283651,NA,41.917,NA,8,14,2,1,2,NA,NA
Mauritius-1983,No,Yes,No,No,15,Unitary system,No regional/provincial governments,"Yes, inexact periods",One day,No,No executive elections,Majority,Elected through legislature,N/A - no elected executive,Two,No,Yes,Yes,No,No,N/A - no election protest,85.19,.a,0,1,0,0,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(3) Citizens have freedom of speech,0,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,no,no,yes,no,N/A,no,no,N/A,N/A,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Mauritius,NA,10,15,5,5,NA,F,4,2456.24953965047,1623071.53482315,5.58949801843947,NA,41.701,NA,8,14,2,2,2,NA,NA
Mauritius-1987,No,Yes,No,No,19,Unitary system,No regional/provincial governments,"Yes, inexact periods",One day,No,No executive elections,Majority,Elected through legislature,N/A - no elected executive,Two,No,Yes,Yes,No,No,N/A - no election protest,85.5,.a,0,1,0,0,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(3) Citizens have freedom of speech,0,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,no,no,no,no,N/A,no,no,N/A,N/A,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Mauritius,NA,10,19,5,5,NA,F,4,3177.72437128273,17160761.1302289,0.518741633199852,NA,42.953,NA,8,14,2,2,2,NA,NA
Mauritius-1991,No,Yes,No,No,23,Unitary system,No regional/provincial governments,"Yes, inexact periods",One day,No,No executive elections,Majority,Elected through legislature,N/A - no elected executive,Two,No,Yes,Yes,No,No,N/A - no election protest,84.5,.a,0,1,0,0,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(2) Right exists but some problems,0,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,no,yes,no,no,N/A,no,no,N/A,N/A,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Mauritius,NA,10,23,5,5,NA,F,3,3841.62607467611,17377628.5393475,7.00101377541885,NA,43.777,NA,7,13,2,1,2,NA,NA
Mauritius-1995,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(2) Right exists but some problems,0,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,no,yes,no,no,N/A,no,no,N/A,N/A,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Mauritius,NA,10,27,5,5,NA,F,3,4452.47833098375,18692860.9567485,6.02933188484532,NA,43.284,NA,7,12,2,2,1,NA,NA
Mauritius-2000,No,Yes,No,Yes,32,Unitary system,Missing information,"Yes, inexact periods",One day,No,No executive elections,Majority,Elected through legislature,N/A - no elected executive,One,No,Yes,Yes,No,No,N/A - no election protest,80.90000000000001,.a,0,1,0,0,(3) Citizens have the right to change government,(2) Right exists but some problems,(2) Right exists but some problems,0,(0) Good - no problems,(0) Good - no problems,(1) Low - minor problems only,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,no,yes,no,no,N/A,no,yes,no,no,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Mauritius,0,10,32,5,5,NA,F,3,5533.97691894614,265641239.441185,4.19928825622807,NA,42.67,84.303092956543,6,14,2,2,2,NA,NA
Mauritius-2005,No,Yes,No,No,37,Unitary system,Missing information,"Yes, inexact periods",One day,No,No executive elections,Majority,Elected through legislature,N/A - no elected executive,Two,No,Yes,Yes,No,Missing information,Missing information,81.5,.a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,no,yes,no,no,N/A,no,yes,no,N/A,no,no,81.25,75.34,4,7.53,1,0,3.64,1,Mauritius,0,10,37,5,5,NA,F,2,6316.44296053055,41776995.7786911,4.93717004981784,NA,42.112,NA,7,13,2,2,2,8,NA
Mauritius-2005,No,Yes,No,No,37,Unitary system,Missing information,"Yes, inexact periods",One day,No,No executive elections,Majority,Elected through legislature,N/A - no elected executive,Two,No,Yes,Yes,No,Missing information,Missing information,81.5,.a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,no,yes,no,no,N/A,no,yes,no,N/A,no,no,81.25,75.34,4,7.53,1,0,3.64,1,Mauritius,0,10,37,5,5,NA,F,2,6316.44296053055,41776995.7786911,4.93717004981784,NA,42.112,NA,7,13,2,2,2,101,NA
Mauritius-2010,No,Yes,No,No,42,Unitary system,Missing information,"Yes, inexact periods",One day,No,No executive elections,Majority,Elected through legislature,N/A - no elected executive,Two,No,Yes,Yes,No,No,N/A - no election protest,77.81999999999999,.a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,no,no,no,no,N/A,no,yes,no,N/A,no,no,77.82,72.63,4,7.828,1,0,3.749,1,Mauritius,0,10,42,5,5,NA,F,3,7817.84111888619,429941788.7,2.93236301369863,NA,41.555,NA,6,12,2,2,2,NA,NA
Mauritius-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,3,64.265305,8.5,64.166664,90,54.5,72.375,59.825,47.125,31.325,58.34375,86.65,77.53125,78.59375,100,no,yes,yes,yes,no,yes,no,no,N/A,no,yes,yes,no,no,no,74.41,71.23,4,7.828,1,0,3.776,1,Mauritius,0,10,46,5,5,NA,F,3,8954.55747482616,455562151.8,3.21769191994683,NA,41.111,92.4747619628906,NA,NA,NA,NA,NA,27.69,7.6893
Mauritius-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,3,64.265305,8.5,64.166664,90,54.5,72.375,59.825,47.125,31.325,58.34375,86.65,77.53125,78.59375,100,no,yes,yes,yes,no,yes,no,no,N/A,no,yes,yes,no,no,no,74.41,71.23,4,7.828,1,0,3.776,1,Mauritius,0,10,46,5,5,NA,F,3,8954.55747482616,455562151.8,3.21769191994683,NA,41.111,92.4747619628906,NA,NA,NA,NA,NA,63,7.6893
Mauritius-2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,no,yes,no,no,N/A,no,yes,no,N/A,no,no,77.01,69.45,3,7.828,1,0,3.886,1,Mauritius,NA,NA,NA,NA,NA,NA,F,3,10643.7710785616,471422103.4,0.405655190309511,NA,40.766,NA,NA,NA,NA,NA,NA,28.46,NA
